name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color
HR 8547,,337.1571,-67.4892, 5.55,STAR A4V,0.2,,,,0.08
HR 8548,34    Peg,336.6558,4.3936, 5.75,STAR F7V,0.52,,,,0.04
HR 8549,,336.6904,37.4439, 6.46,STAR B2V,-0.13,,,,-0.75
HR 855,20    Per,43.4275,38.3375, 5.33,STAR F4IV,0.41,,,,0.04
HR 8550,,335.9221,78.2433, 6.76,STAR B9,-0.06,,,,-0.16
HR 8551,35    Peg,336.9646,4.6956, 4.79,STAR K0III,1.05,,0.56,,0.89
HR 8552,Nu  Gru,337.1633,-39.1319, 5.47,STAR G9III,0.95,,,,
HR 8553,,336.8604,39.8097, 6.14,STAR B2V,-0.14,,,,-0.77
HR 8554,,336.7467,56.4333, 6.57,STAR B5III,-0.1,,,,-0.47
HR 8555,,336.9425,31.8403, 5.98,STAR K2,1.45,,,,
HR 8556,Del1Gru,337.3175,-43.4956, 3.97,STAR G6III,1.03,,0.56,,0.8
HR 8557,,336.5033,70.7708, 5.47,STAR,1.2,,,,
HR 8558,55Zet1Aqr,337.2071,-0.0203, 4.59,STAR F6IV,,,,,
HR 8559,55Zet2Aqr,337.2087,-0.02, 4.42,STAR F3V,0.38,,0.23,,-0.01
HR 856,,43.2988,16.4833, 6.31,STAR F5III,,,,,
HR 8560,Del2Gru,337.4396,-43.7494, 4.11,STAR M4III,1.57,,1.58,,1.71
HR 8561,26    Cep,336.7721,65.1322, 5.46,STAR B0I,0.37,,,,-0.59
HR 8562,36    Peg,337.2833,9.1289, 5.58,STAR K5III,1.55,,,,1.91
HR 8563,,337.4417,-27.1072, 5.95,STAR F1V,0.33,,,,
HR 8564,,337.2925,26.7631, 5.79,STAR K2II,1.25,,,,
HR 8565,,337.5063,-12.915, 6.40,STAR F3IV,0.32,,,,-0.02
HR 8566,37    Peg,337.4917,4.4317, 5.48,STAR F2V,0.38,,0.2,,0.09
HR 8567,56    Aqr,337.5725,-14.5858, 6.37,STAR B8V,-0.04,,,,-0.37
HR 8568,,337.0821,64.0856, 6.29,STAR K0,1.08,,,,
HR 8569,,337.4329,35.7256, 6.56,STAR A2V,,,,,
HR 857,,43.1338,-12.7694, 6.04,STAR K2V,0.87,,0.45,,0.56
HR 8570,Zet PsA,337.7238,-26.0736, 6.43,STAR K1III,1.08,,,,
HR 8571,27Del Cep,337.2929,58.4153, 3.75,STAR F5I,0.6,,0.4,v,
HR 8572,5    Lac,337.3825,47.7069, 4.36,STAR M0II,1.68,,1.07,,1.11
HR 8573,57Sig Aqr,337.6617,-10.6781, 4.82,STAR A0IV,-0.06,,-0.04,,-0.11
HR 8574,38    Peg,337.5075,32.5725, 5.65,STAR B9V,-0.04,,,,-0.11
HR 8575,,337.5271,49.3561, 6.40,STAR K2III,1.15,,,,1
HR 8576,17Bet PsA,337.8763,-32.3461, 4.29,STAR A0V,0.01,,0.02,,0.02
HR 8577,,338.86,-78.7717, 6.15,STAR K1III,1.38,,,,1.35
HR 8578,28Rho1Cep,336.6771,78.7858, 5.83,STAR A2V,0.15,,,,
HR 8579,6    Lac,337.6221,43.1233, 4.51,STAR B2IV,-0.09,,-0.11,,-0.74
HR 858,,42.9804,-30.8144, 6.40,STAR F8IV,0.48,,,,
HR 8580,,337.8267,-2.9111, 6.16,STAR K0,1.08,,,,1
HR 8581,,337.8267,-6.555, 6.14,STAR F7V,0.56,,,,0.06
HR 8582,Nu  Tuc,338.2504,-61.9822, 4.81,STAR M4III,1.61,,,,1.75
HR 8583,58    Aqr,337.9221,-10.9056, 6.38,STAR A8III,0.28,,0.16,,0.07
HR 8584,,337.8925,29.5428, 6.35,STAR A5,0.19,,,,
HR 8585,7Alp Lac,337.8229,50.2825, 3.77,STAR A1V,0.01,,-0.03,,0
HR 8586,39    Peg,338.1479,20.23, 6.42,STAR F1V,0.32,,,,0.02
HR 8587,,338.1954,15.8633, 6.32,STAR K0,1.19,,,,1.17
HR 8588,,338.11,39.7797, 5.88,STAR A6V,0.16,,,,0.14
HR 8589,,338.0783,54.0375, 6.35,STAR G8III,,,,,
HR 859,,43.2104,-9.4411, 6.32,STAR A7IV,0.19,,,,0.12
HR 8590,60    Aqr,338.5121,-1.5742, 5.89,STAR G6III,0.99,,,,0.73
HR 8591,29Rho2Cep,337.4704,78.8242, 5.50,STAR A3V,0.06,,,,0.07
HR 8592,59Ups Aqr,338.6733,-20.7083, 5.20,STAR F4IV,0.44,,,,0
HR 8593,,338.9704,-57.8836, 6.23,STAR A5V,0.2,,,,
HR 8594,,338.4192,56.625, 5.71,STAR G8III,0.96,,,,
HR 8595,,338.2621,69.9136, 6.60,STAR A9III,0.32,,,,0
HR 8596,,338.9021,-23.9911, 5.97,STAR,0.99,,,,0.81
HR 8597,62Eta Aqr,338.8392,-0.1175, 4.02,STAR B9IV,-0.09,,-0.07,,-0.26
HR 8598,,338.3208,70.3739, 6.34,STAR A0V,0,,,,-0.06
HR 8599,,338.0675,76.2264, 5.68,STAR A2V,0.05,,,,0.08
HR 86,42    Psc,5.6062,13.4825, 6.23,STAR K3III,1.22,,,,
HR 860,,43.9871,61.5211, 5.59,STAR F4V,0.45,,,,-0.1
HR 8600,Sig1Gru,339.1221,-40.5828, 6.28,STAR A3V,0.12,,,,0.13
HR 8601,,339.1475,-31.6639, 5.82,STAR K1III,1.09,,,,1
HR 8602,Sig2Gru,339.245,-40.5911, 5.86,STAR A1V,0.06,,,,0.06
HR 8603,8    Lac,338.9679,39.6342, 5.73,STAR B2V,-0.15,,,v,-0.9
HR 8604,,339.0329,35.5772, 6.10,STAR K0,1,,,,
HR 8605,,339.1517,11.6969, 6.40,STAR A1III,0,,,,0.06
HR 8606,,338.9725,50.0711, 6.29,STAR B3V,-0.05,,,,-0.54
HR 8607,,338.9658,56.07, 6.38,STAR A3V,0.12,,,,0.09
HR 8608,,339.2696,12.5772, 6.30,STAR K5,,,,,
HR 8609,,339.2029,35.6525, 6.30,STAR K5,1.37,,,,
HR 861,,44.1033,64.3325, 6.24,STAR K3I,2.03,,,v,2.41
HR 8610,63Kap Aqr,339.4392,-4.2281, 5.03,STAR K2III,1.14,,0.55,,1.16
HR 8611,,339.785,-52.6922, 6.65,STAR F1III,0.35,,,,
HR 8612,,339.5925,-7.8978, 6.23,STAR G0III,0.78,,,,0.49
HR 8613,9    Lac,339.3433,51.5453, 4.63,STAR A8IV,0.24,,0.14,,0.1
HR 8614,,339.6862,-28.7478, 6.47,STAR K1III,1.04,,,,
HR 8615,31    Cep,338.9421,73.6431, 5.08,STAR F3III,0.39,,,,0.16
HR 8616,,339.7146,-33.0814, 5.66,STAR A2V,0.05,,,,
HR 8617,,339.5729,45.1831, 6.40,STAR G2III,,,,,
HR 8618,40    Peg,339.7192,19.5222, 5.82,STAR G8II,0.92,,,,
HR 8619,,339.9333,-28.3253, 6.31,STAR K0IV,1.01,,,,
HR 862,,43.3971,-22.3764, 5.95,STAR K0III,1.04,,,,
HR 8620,,340.2037,-57.4222, 5.97,STAR K4III,1.46,,,,1.7
HR 8621,,339.6579,56.7958, 5.21,STAR M4III,1.58,,,,1.7
HR 8622,10    Lac,339.8154,39.0503, 4.88,STAR O9V,-0.2,,-0.22,,-1.04
HR 8623,,340.0929,-30.6589, 5.87,STAR K3III,1.3,,,,1.44
HR 8624,41    Peg,339.9458,19.6811, 6.21,STAR A2V,0,,,,0.08
HR 8625,,339.3042,75.3717, 5.79,STAR M1III,1.57,,,,1.91
HR 8626,,339.8929,37.5928, 6.03,STAR G3I,0.86,,,,
HR 8627,30    Cep,339.6625,63.5844, 5.19,STAR A3IV,0.06,,,,0
HR 8628,18Eps PsA,340.1642,-27.0436, 4.17,STAR B8V,-0.11,,-0.09,e,-0.37
HR 8629,,340.2,-3.5542, 6.31,STAR F6V,0.52,,,,0
HR 863,Psi For,43.3933,-38.4369, 5.92,STAR F6IV,0.44,,,,0.07
HR 8630,Bet Oct,341.5138,-81.3817, 4.15,STAR A9IV,0.2,,0.1,,0.11
HR 8631,,340.2196,14.5494, 5.71,STAR G4V,0.72,,,,0.22
HR 8632,11    Lac,340.1288,44.2764, 4.46,STAR K2III,1.33,,0.68,,1.36
HR 8633,,340.0767,53.8461, 5.93,STAR K0III,0.93,,,,
HR 8634,42Zet Peg,340.3654,10.8314, 3.40,STAR B8V,-0.09,,-0.07,,-0.25
HR 8635,,340.6537,-47.2106, 5.98,STAR G0V,0.58,C,0.32,,0.08
HR 8636,Bet Gru,340.6671,-46.8847, 2.10,STAR M5III,1.6,,1.65,,1.67
HR 8637,19    PsA,340.5921,-29.3608, 6.17,STAR M5III,1.54,,,,1.9
HR 8638,,340.3808,30.9658, 6.34,STAR K5,,,,,
HR 8639,,340.6796,-44.2478, 6.07,STAR K0III,0.98,C,0.46,,0.69
HR 864,,44.2108,51.2608, 6.22,STAR K5III,1.57,,,,1.9
HR 8640,12    Lac,340.3692,40.2256, 5.25,STAR B2III,-0.14,,,,-0.87
HR 8641,43Omi Peg,340.4392,29.3075, 4.79,STAR A1IV,-0.01,,-0.02,,-0.01
HR 8642,,340.4892,14.5164, 5.90,STAR,1.11,,,,
HR 8643,,340.4004,41.5494, 5.94,STAR G9III,,,,,
HR 8644,Rho Gru,340.875,-41.4144, 4.85,STAR K0III,1.03,,0.65,,0.8
HR 8645,,340.7646,-8.3117, 6.45,STAR A5V,0.17,,,,0.12
HR 8646,,341.0688,-60.4994, 6.30,STAR F3V,0.56,,,,
HR 8647,67    Aqr,340.8096,-6.9628, 6.41,STAR A0V,-0.04,,,,-0.11
HR 8648,,340.5867,53.9089, 6.12,STAR K2,1.62,,,,
HR 8649,66    Aqr,340.8971,-18.8303, 4.69,STAR K4III,1.37,,0.72,,1.56
HR 865,,44.1392,47.1639, 6.02,STAR,1.34,,,,
HR 8650,44Eta Peg,340.7504,30.2214, 2.94,STAR G2II,0.86,,0.48,,0.55
HR 8651,,340.7313,37.8028, 6.43,STAR B1V,-0.09,,,,-0.81
HR 8652,,340.7687,47.1686, 6.39,STAR A1V,0.47,,,,-0.06
HR 8653,,340.9279,10.9392, 6.51,STAR G8IV,0.46,,,,0
HR 8654,,341.0217,39.4656, 5.95,STAR K5III,1.48,,,,
HR 8655,Eta Gru,341.4079,-53.5003, 4.85,STAR K2III,1.18,,,,1.17
HR 8656,13    Lac,341.0229,41.8192, 5.08,STAR K0III,0.96,,,,0.78
HR 8657,,341.4196,-46.5475, 5.51,STAR K2III,1.32,C,0.6,,1.43
HR 8658,,341.5333,-48.9789, 6.62,STAR F9V,0.63,,,,
HR 8659,,341.6179,-49.6858, 6.48,STAR K1III,1.14,,,,
HR 866,,43.08,-62.9097, 6.03,STAR K1III,1.25,,,,
HR 8660,45    Peg,341.3675,19.3667, 6.25,STAR,1.05,,,,
HR 8661,,341.205,52.5172, 6.55,STAR K2,,,,,
HR 8662,,341.6821,-46.9394, 6.56,STAR A9III,0.3,C,0.16,,0.11
HR 8663,Xi  Oct,342.5954,-80.1242, 5.35,STAR B6IV,-0.15,,,,-0.5
HR 8664,,342.4204,-77.0506, 6.73,STAR A4V,0.11,,,,0.1
HR 8665,46Xi  Peg,341.6733,12.1728, 4.19,STAR F6III,0.5,,0.31,,-0.03
HR 8666,,341.5425,44.5461, 5.76,STAR F0III,0.36,,,,0.08
HR 8667,47Lam Peg,341.6329,23.5656, 3.95,STAR G8III,1.07,,0.51,,0.91
HR 8668,,341.8296,-34.1611, 6.28,STAR K1III,1.16,,,,
HR 8669,,342.0892,-61.6842, 6.37,STAR K0III,1.06,,,,0.9
HR 867,45Rho2Ari,43.9521,18.3317, 5.91,STAR M6III,1.47,,2.17,,1.12
HR 8670,68    Aqr,341.8879,-19.6133, 5.26,STAR G7III,0.94,,,,0.59
HR 8671,,341.9463,-38.2219, 6.71,STAR F4IV,0.48,,,,-0.02
HR 8672,,342.3225,-70.3478, 6.34,STAR A2V,0.07,,,,0.1
HR 8673,69Tau1Aqr,341.9283,-14.0564, 5.66,STAR A0V,-0.05,,,,-0.25
HR 8674,,341.9842,-25.9119, 6.30,STAR G5III,0.91,,,,
HR 8675,Eps Gru,342.1388,-51.3169, 3.49,STAR A3V,0.08,,0.07,,0.1
HR 8676,70    Aqr,342.1258,-10.5556, 6.19,STAR A9III,0.28,,,,
HR 8677,,341.8467,58.4828, 6.36,STAR B9IV,-0.04,,,,-0.03
HR 8678,,342.0454,37.4167, 5.90,STAR,1.03,,,,0.83
HR 8679,71Tau2Aqr,342.3979,-13.5925, 4.01,STAR M0III,1.57,,0.95,,1.95
HR 868,,43.4704,-49.8903, 4.00,STAR M7III,2.11,,3.09,,0.43
HR 8680,,342.4962,-32.8053, 6.33,STAR F0V,0.31,,,,
HR 8681,,342.3846,10.4789, 6.54,STAR F0IV,0.29,,,,0.05
HR 8682,,342.1992,54.415, 6.12,STAR B5V,-0.07,,,,-0.49
HR 8683,,342.1842,62.9383, 6.06,STAR K0,1.2,,,,
HR 8684,48Mu  Peg,342.5008,24.6017, 3.48,STAR G8III,0.93,,0.47,,0.68
HR 8685,,342.7592,-39.1569, 5.42,STAR M0III,1.43,,,,1.69
HR 8686,,342.9371,-59.8814, 6.46,STAR K1III,1.13,,,,
HR 8687,,342.2529,68.5703, 6.19,STAR F5V,,,,,
HR 8688,,342.4425,55.9028, 5.43,STAR K1III,1.17,,,,1.12
HR 8689,,343.0413,-63.1886, 6.12,STAR K0III,1.03,,,,0.94
HR 869,46Rho3Ari,44.1087,18.0231, 5.63,STAR F6V,0.43,,,,-0.02
HR 8690,14    Lac,342.5908,41.9536, 5.92,STAR B3IV,0.08,,,e,-0.51
HR 8691,,342.6629,19.1408, 6.40,STAR K0,,,,,
HR 8692,,342.5425,50.6769, 6.21,STAR G4I,1.14,,,,0.89
HR 8693,21    PsA,342.8371,-29.5361, 5.97,STAR G8III,0.91,,,,0.59
HR 8694,32Iot Cep,342.42,66.2006, 3.52,STAR K0III,1.05,,0.51,,0.9
HR 8695,22Gam PsA,343.1317,-32.8756, 4.46,STAR A0III,-0.04,,0.02,,-0.14
HR 8696,,342.845,61.6969, 5.60,STAR G8III,0.78,,,,0.39
HR 8697,49Sig Peg,343.1004,9.8356, 5.16,STAR F7IV,0.48,,,,-0.01
HR 8698,73Lam Aqr,343.1537,-7.5797, 3.74,STAR M2III,1.64,,1.19,e,1.74
HR 8699,15    Lac,343.0083,43.3125, 4.94,STAR M0III,1.56,E,0.72,,1.94
HR 87,,5.3692,-77.4269, 5.97,STAR K3III,1.4,,,,1.4
HR 870,,44.0575,8.3817, 5.97,STAR F7IV,0.48,,,,0.06
HR 8700,Tau1Gru,343.4079,-48.5981, 6.04,STAR G0V,0.62,,,,0.19
HR 8701,Rho Ind,343.6642,-70.0736, 6.05,STAR G2IV,0.66,,,,0.24
HR 8702,,341.8708,83.1539, 4.74,STAR K3III,1.26,,0.67,,1.35
HR 8703,,343.2596,16.8411, 5.64,STAR K1II,1.12,,,e,0.9
HR 8704,74    Aqr,343.3696,-11.6167, 5.80,STAR B9III,-0.08,,-0.05,,-0.31
HR 8705,,343.2179,50.4119, 6.46,STAR B8V,-0.04,,,,-0.34
HR 8706,,343.2971,40.1672, 6.34,STAR B7III,-0.08,,,,-0.44
HR 8707,,343.2658,60.1011, 6.01,STAR,1.75,,,,
HR 8708,,343.4171,44.7492, 5.81,STAR A3V,0.26,,0.14,,0.1
HR 8709,76Del Aqr,343.6625,-15.8208, 3.27,STAR A3V,0.05,,0.04,,0.08
HR 871,,43.5271,-50.8714, 6.21,STAR K4III,1.58,,,,1.88
HR 8710,78    Aqr,343.6421,-7.2047, 6.19,STAR K3III,1.28,,,,1.41
HR 8711,77    Aqr,343.6896,-16.2719, 5.56,STAR K2III,1.14,,,,1.09
HR 8712,,343.5292,40.3769, 5.81,STAR K0III,1.13,,,,
HR 8713,,343.8121,-36.3886, 6.40,STAR K2III,1.31,,,,
HR 8714,,343.6487,16.9417, 6.12,STAR,1.77,,,,1.86
HR 8715,1    Psc,343.7479,1.0647, 6.11,STAR A7III,0.2,,,,0.15
HR 8716,,343.7958,-4.9878, 5.72,STAR K0III,0.88,,,,0.6
HR 8717,50Rho Peg,343.8071,8.8158, 4.90,STAR A1V,0,,-0.02,,0
HR 8718,,343.7608,37.0769, 5.91,STAR F5II,0.42,,,,-0.08
HR 8719,,343.9642,-31.6331, 6.10,STAR K3III,1.36,,,,1.52
HR 872,Nu  Hyi,42.6188,-75.0669, 4.75,STAR K3III,1.33,,0.66,,1.56
HR 8720,23Del PsA,343.9871,-32.5397, 4.21,STAR G8III,0.97,,0.61,,0.69
HR 8721,,344.1,-31.5656, 6.48,STAR K4V,1.1,,0.59,,1.02
HR 8722,Tau3Gru,344.1992,-47.9692, 5.70,STAR A0,0.22,,0.12,,0.19
HR 8723,,343.9354,36.3517, 5.74,STAR B7III,-0.05,,,,-0.38
HR 8724,,344.2146,11.8483, 6.51,STAR A3V,0.18,,,,0.05
HR 8725,16    Lac,344.0983,41.6039, 5.59,STAR B2IV,-0.14,,,,-0.83
HR 8726,,344.1083,49.7336, 4.95,STAR K5I,1.78,,1.05,,1.96
HR 8727,,344.3217,-4.81, 6.31,STAR G9III,0.94,,,,0.72
HR 8728,24Alp PsA,344.4129,-29.6222, 1.16,STAR A3V,0.09,,0.02,,0.08
HR 8729,51    Peg,344.3662,20.7689, 5.49,STAR G2IV,0.67,,0.34,,0.21
HR 873,21    Per,44.3221,31.9342, 5.11,STAR B9,-0.01,,,v,-0.23
HR 8730,,344.3867,3.8103, 6.28,STAR K1III,1.12,,,,1.08
HR 8731,,344.2687,48.6842, 5.43,STAR B4III,-0.09,,,v,-0.53
HR 8732,,344.6458,-35.5231, 6.13,STAR F8III,0.58,,,,
HR 8733,,344.4196,39.3089, 6.18,STAR B2IV,-0.15,,,,-0.8
HR 8734,,344.5646,-2.3953, 6.16,STAR G8IV,0.74,,,,0.43
HR 8735,,344.5988,-1.4103, 6.37,STAR F0V,0.35,,,,0.02
HR 8736,,342.7592,85.3736, 5.90,STAR K5,1.32,,,,
HR 8737,,344.6462,9.3569, 6.43,STAR G2V,0.64,,0.36,,0.16
HR 8738,,344.6775,7.3397, 6.33,STAR A1V,0.06,,,,0.02
HR 8739,52    Peg,344.7992,11.7289, 5.75,STAR A8V,0.32,,,,0.08
HR 874,3Eta Eri,44.1071,-8.8981, 3.89,STAR K1III,1.11,,0.58,,1
HR 8740,,344.8992,-29.4622, 5.51,STAR A5,0.25,,,,0.19
HR 8741,,344.8987,-13.0708, 6.07,STAR K5III,1.45,,,,1.76
HR 8742,2    Psc,344.8642,0.9628, 5.43,STAR,0.98,,,,0.83
HR 8743,,345.0242,-25.1642, 5.65,STAR,1.25,,,,1.2
HR 8744,,344.7929,52.6544, 6.29,STAR K2,1.42,,,,
HR 8745,,344.7875,59.8147, 6.43,STAR B9III,0.03,,,,-0.24
HR 8746,,345.1025,-25.6267, 6.29,STAR K1III,1.13,,,,
HR 8747,Zet Gru,345.22,-52.7542, 4.12,STAR G8III,0.98,,0.53,,0.7
HR 8748,,343.6033,84.3461, 4.71,STAR K4III,1.43,,0.73,,1.69
HR 8749,,345.2812,-50.95, 5.68,STAR K3III,1.42,E,0.54,,1.08
HR 875,,44.1558,-3.7122, 5.17,STAR A1V,0.08,,0.05,,0.05
HR 8750,3    Psc,345.1579,0.1858, 6.21,STAR G4III,0.89,,,,0.6
HR 8751,,345.1787,3.0117, 5.83,STAR K4III,1.34,E,0.5,,1.57
HR 8752,,345.0212,56.9453, 5.00,STAR G4,1.42,,0.85,v,1.16
HR 8753,,345.1771,31.0831, 6.60,STAR B9III,-0.04,,,,-0.35
HR 8754,,345.3308,-28.8536, 5.55,STAR K3III,1.35,,,,1.51
HR 8755,,345.1433,45.375, 6.50,STAR A3V,,,,,
HR 8756,,345.3458,-22.7908, 6.28,STAR A5V,0.13,,,,
HR 8757,81    Aqr,345.3483,-7.0611, 6.21,STAR K5III,1.41,,,,1.77
HR 8758,,345.2279,38.7081, 6.54,STAR B3V,-0.11,,,,-0.65
HR 8759,,345.3821,-4.7114, 5.94,STAR K0,1,,,,0.75
HR 876,,44.5096,38.615, 6.04,STAR,1.41,,,,
HR 8760,,345.6417,-36.4208, 6.47,STAR K1III,0.94,,,,0.71
HR 8761,,345.3779,57.1056, 6.20,STAR K1II,1.5,,,,1.53
HR 8762,1Omi And,345.4804,42.3261, 3.62,STAR B6III,-0.09,,-0.08,v,-0.53
HR 8763,82    Aqr,345.6358,-6.5742, 6.15,STAR M2III,1.58,E,0.87,,1.9
HR 8764,,345.6846,-20.8706, 5.97,STAR K0III,0.94,,,,
HR 8765,,345.6379,31.7806, 6.57,STAR F2IV,0.35,,,,0.08
HR 8766,2    And,345.6512,42.7578, 5.10,STAR A3V,0.09,,,,0.11
HR 8767,Pi  PsA,345.8742,-34.7494, 5.11,STAR F0V,0.29,,,,0.02
HR 8768,,345.6883,44.0589, 6.39,STAR B2V,0,,,,-0.58
HR 8769,,346.2175,-68.8203, 5.52,STAR F4III,0.36,,,,0.12
HR 877,,44.2692,4.5011, 6.11,STAR M4III,1.69,,,,1.81
HR 8770,,345.6825,55.2364, 6.50,STAR B9III,-0.08,,,v,-0.55
HR 8771,,345.9979,-41.4783, 5.79,STAR K0III,1.08,,,,0.95
HR 8772,,345.9887,-4.7953, 6.68,STAR F8V,0.58,,,,0.06
HR 8773,4Bet Psc,345.9692,3.82, 4.53,STAR B6V,-0.12,,-0.13,v,-0.49
HR 8774,Kap Gru,346.165,-53.965, 5.37,STAR K5III,1.45,,,,1.75
HR 8775,53Bet Peg,345.9438,28.0828, 2.42,STAR M2II,1.67,,1.32,e,1.96
HR 8776,,346.0042,6.6167, 6.41,STAR F2V,0.39,,,,0.03
HR 8777,,345.8488,60.4453, 6.74,STAR B2V,-0.02,,,,-0.63
HR 8778,,345.84,58.5647, 6.43,STAR G8IV,0.9,,,,0.52
HR 8779,,345.8871,67.2092, 5.24,STAR K3III,1.26,,,,1.4
HR 878,47    Ari,44.5217,20.6686, 5.80,STAR F5IV,0.41,,0.2,,0.01
HR 8780,3    And,346.0458,50.0522, 4.65,STAR K0III,1.06,,0.57,,0.88
HR 8781,54Alp Peg,346.1904,15.2053, 2.49,STAR B9V,-0.04,,-0.03,,-0.05
HR 8782,83    Aqr,346.2908,-7.6936, 5.43,STAR F2IV,0.3,,,,0.07
HR 8783,,346.3033,-17.0792, 6.14,STAR K0,1.37,,,,
HR 8784,,346.2762,16.5631, 6.44,STAR G8IV,0.83,,,,0.55
HR 8785,,346.3233,1.3069, 6.39,STAR G9III,0.94,,,,0.72
HR 8786,,347.0988,-79.4808, 6.12,STAR A3V,0.14,,,,0.1
HR 8787,The Gru,346.72,-43.5206, 4.28,STAR F5,0.42,,0.18,,0.16
HR 8788,,346.5758,18.5175, 6.13,STAR F6V,0.44,,,,0.1
HR 8789,86    Aqr,346.6704,-23.7431, 4.47,STAR G9III,0.9,,0.49,,0.58
HR 879,22Pi  Per,44.6904,39.6628, 4.70,STAR A2V,0.06,,0.04,,0.12
HR 8790,Ups Gru,346.7233,-38.8922, 5.61,STAR A1V,0.01,,,,
HR 8791,,346.7896,-49.6067, 6.33,STAR K4III,1.45,,,,
HR 8792,,346.6329,19.9108, 6.30,STAR F7V,0.49,,,,0.02
HR 8793,,346.8112,-50.6864, 5.83,STAR F6IV,0.48,,,,
HR 8794,,347.1487,-73.5864, 6.15,STAR K3III,1.42,,,,1.68
HR 8795,55    Peg,346.7513,9.4094, 4.52,STAR M1III,1.57,,1.02,,1.9
HR 8796,56    Peg,346.7783,25.4683, 4.76,STAR G8I,1.34,,0.68,,1.16
HR 8797,1    Cas,346.6537,59.4197, 4.85,STAR B0IV,-0.03,,-0.11,,-0.87
HR 8798,,346.8654,32.8258, 6.02,STAR A4V,0.12,,,,0.11
HR 8799,,346.8696,21.1342, 5.99,STAR A5V,0.26,,,,-0.04
HR 88,9    Cet,5.7158,-12.2094, 6.39,STAR G2V,0.66,,,,0.24
HR 880,,43.5871,-64.4356, 6.56,STAR K2III,1.39,,,,1.59
HR 8800,,346.8254,46.0681, 6.66,STAR B2V,-0.05,,,,-0.68
HR 8801,,346.7921,52.8164, 6.11,STAR K0III,1.05,,,,
HR 8802,,347.0875,-28.8233, 5.60,STAR G9III,0.88,,,,0.54
HR 8803,,346.7933,59.7275, 6.40,STAR B2V,-0.01,,,,-0.63
HR 8804,4    And,346.9138,46.3872, 5.33,STAR K5III,1.41,,0.75,,1.72
HR 8805,5    And,346.9392,49.2958, 5.70,STAR F5V,0.44,,,,-0.03
HR 8806,,347.0512,44.5617, 6.56,STAR A2IV,0.17,,,,0.2
HR 8807,5    Psc,347.1704,2.1278, 5.40,STAR G8III,0.91,,,,0.56
HR 8808,,346.9488,63.6333, 6.26,STAR B3V,-0.02,,-0.06,,-0.6
HR 8809,,347.5487,-66.8575, 6.47,STAR K0III,0.95,,,,0.72
HR 881,,46.5325,79.4186, 5.49,STAR M1III,1.57,,,,
HR 8810,,348.05,-80.9128, 6.41,STAR K4III,1.5,,,,1.84
HR 8811,,346.9883,64.2225, 6.21,STAR K0,1.1,,,,
HR 8812,88    Aqr,347.3617,-21.1725, 3.66,STAR K1III,1.22,,0.6,,1.24
HR 8813,,347.4358,-28.0886, 5.87,STAR K2III,1.31,,,,1.42
HR 8814,,347.4887,-42.8606, 5.81,STAR F4IV,0.48,,,,-0.02
HR 8815,57    Peg,347.3813,8.6772, 5.12,STAR M4III,1.47,,1.26,,1.01
HR 8816,,347.4567,-14.5106, 6.42,STAR A0V,0.01,,,,0.01
HR 8817,89    Aqr,347.4783,-22.4575, 4.69,STAR G2IV,0.65,,0.36,,0.39
HR 8818,,347.5408,-40.5917, 5.83,STAR M4III,1.62,,,,1.84
HR 8819,33Pi  Cep,346.9746,75.3875, 4.41,STAR G2III,0.8,,0.43,,0.46
HR 882,24    Per,44.7654,35.1831, 4.93,STAR K2III,1.23,,0.64,,1.29
HR 8820,Iot Gru,347.59,-45.2467, 3.90,STAR K1III,1.02,,0.53,,0.86
HR 8821,58    Peg,347.5063,9.8219, 5.39,STAR B9III,-0.08,,,,-0.29
HR 8822,2    Cas,347.4337,59.3331, 5.70,STAR A5III,0.33,,,,0.32
HR 8823,,347.6942,-29.525, 6.51,STAR F1III,0.27,,,,
HR 8824,,347.6775,17.5944, 5.71,STAR K4III,1.34,,,,1.51
HR 8825,6    And,347.6133,43.5442, 5.94,STAR F5IV,0.44,,,,-0.05
HR 8826,59    Peg,347.9342,8.72, 5.16,STAR A5V,0.13,,,,0.08
HR 8827,60    Peg,347.955,26.8472, 6.17,STAR G8III,0.94,,,,0.67
HR 8828,,348.3125,-49.6189, 6.80,STAR G8III,0.92,,,,
HR 8829,,348.5275,-62.7, 6.12,STAR G8V,0.79,,,,0.35
HR 883,4    Eri,44.3488,-23.8619, 5.45,STAR A5V,0.23,,,,
HR 8830,7    And,348.1375,49.4064, 4.52,STAR F0V,0.29,,0.16,,0.04
HR 8831,,348.2667,29.4417, 6.35,STAR G8III,0.93,,,,0.61
HR 8832,,348.3208,57.1683, 5.56,STAR K3V,1.01,,0.53,,0.89
HR 8833,,348.3604,11.065, 5.82,STAR G8III,1.01,,,,0.91
HR 8834,90Phi Aqr,348.5808,-6.0489, 4.22,STAR M1III,1.56,,1.08,,1.9
HR 8835,,348.7442,-41.1056, 5.77,STAR K2III,1.18,,,,1.14
HR 8836,,348.6675,-10.6886, 6.12,STAR K5III,1.49,,,,1.8
HR 8837,,348.5596,50.6178, 6.31,STAR A0V,,,,,
HR 8838,,348.5904,29.7717, 6.41,STAR F6IV,0.45,,,,-0.01
HR 8839,,348.6521,24.1031, 6.36,STAR K2III,,,,,
